dimensions,n_parties,threshold,avg_mttf,avg_gallagher,std_mttf,std_gallagher
5,8,0.05,2.818895292883639,0.022455416468831025,0.6626599397364256,0.020948693782939138
5,8,0.1,2.877293702254035,0.11442881236233658,0.7308286201436324,0.04294054728744334
5,12,0.0,3.0777941213094975,0.0013453568141239937,0.4236618387501544,2.1381076373778546E-4
5,12,0.03,2.9878516603494365,0.015949321241791763,0.4577839095459781,0.010236618187962766
5,12,0.05,3.2177604004419744,0.05403634971017967,0.5939292604012238,0.019884069251518054
5,12,0.1,3.3372145962807425,0.2185355195844494,0.8553498469156461,0.06873665237669595
5,16,0.0,3.042586109232951,0.0014714813229373327,0.36456467576765883,1.6075669891670727E-4
5,16,0.03,3.0101965013365883,0.026619537442337266,0.4215639431487216,0.009806381919750237
5,16,0.05,3.065896977319058,0.0836301263698815,0.49495716672187223,0.019847114736345216
5,16,0.1,4.621577870876866,0.4404680319456095,0.7302589992314247,0.14906477127061762
5,20,0.0,3.0699501006732435,0.0016232012320060085,0.32266067051775194,1.6916784686866494E-4
5,20,0.03,3.118246570481674,0.03533475473660175,0.36986541813505003,0.009220781295757983
5,20,0.05,3.184526693920121,0.12436564866806277,0.4508743144328163,0.026971676465729344
5,20,0.1,5.0,0.45126780871328775,0.0,0.20409836554736932
8,3,0.0,2.971090942917079,6.418395521725058E-4,1.678995715090101,2.556207919301419E-4
8,3,0.03,3.184248327416187,6.800855680567619E-4,1.6466095289357108,2.499672380951364E-4
8,3,0.05,3.194263392076834,7.658004922794488E-4,1.7894710808578425,2.2394107712644357E-4
8,3,0.1,3.170299728140129,0.012200440529630641,1.7084217637261785,0.02630354825651752
8,5,0.0,1.7693780687367662,9.775445834014902E-4,0.7440489734054976,1.9673989799327645E-4
8,5,0.03,1.833686085948481,0.0016224447082523008,0.9621275042390522,0.0036652384872834817
8,5,0.05,1.7246406496091353,0.0034096056274159625,0.8551333616098877,0.007816174861496729
8,5,0.1,2.2141101639499734,0.04239339988857684,1.2084726690398728,0.04089444517152926
8,8,0.0,1.788915033907546,0.0010984895776982382,0.6649107313484105,2.1568645689598525E-4
8,8,0.03,1.998496327034279,0.0037418859792895227,0.727978073745792,0.006429750330922385
8,8,0.05,1.8185750777192045,0.018364260109306977,0.5915811826039469,0.01817703085318713
8,8,0.1,1.8231272114790553,0.12039229061163902,0.5496455683234006,0.034836221972002895
8,12,0.0,1.8736973869555162,0.0013639320944996783,0.4227638463947999,1.5996637644743195E-4
8,12,0.03,1.986852678631545,0.014069248774930505,0.5641621624262019,0.00938169701648462
8,12,0.05,1.9725433691733512,0.05522872867453829,0.6348909382148119,0.017733931571826688
8,12,0.1,2.856165914936319,0.2451986649599994,1.312437444557873,0.06895032488563019
8,16,0.0,1.9763321557899203,0.0014253563964050553,0.4367332612572506,1.675086362764468E-4
8,16,0.03,1.9783364857698442,0.026886771251051222,0.4380501655151077,0.01020409386930784
8,16,0.05,1.9355411823930098,0.07898807381754878,0.4570667021199469,0.022765757061724654
8,16,0.1,4.255000976577921,0.4132707687021142,1.1595568993256375,0.1419500610650225
8,20,0.0,1.995588230473211,0.0016319010942320452,0.3115725874309058,2.0198717445484542E-4
8,20,0.03,2.116739284322259,0.0416723423056941,0.38703792853275315,0.008627727786448564
8,20,0.05,2.2562422521130507,0.12949632230622632,0.4663442841237007,0.027481173722422318
8,20,0.1,4.726800915999865,0.4584324386545846,0.7283880495467135,0.17632314422449008
